"Código","Unidade Territorial","UF","Referência","Quantidade de famílias beneficiárias do Programa Bolsa Família em situação de trabalho infantil","Quantidade de pessoas beneficiárias do Programa Bolsa Família em situação de trabalho infantil"
"412770","TOLEDO","PR","10/2023","2","2"
"412500","SÃO JOÃO DO IVAÍ","PR","10/2023","1","1"
"410940","GUARAPUAVA","PR","10/2023","12","16"
"412470","SÃO JERÔNIMO DA SERRA","PR","10/2023","1","1"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","10/2023","1","1"
"411545","MARQUINHO","PR","10/2023","2","2"
"412667","TAMARANA","PR","10/2023","2","4"
"412100","QUERÊNCIA DO NORTE","PR","10/2023","2","3"
"412170","RESERVA","PR","10/2023","0","0"
"410840","FRANCISCO BELTRÃO","PR","10/2023","2","2"
"411960","PITANGA","PR","10/2023","2","3"
"411820","PARANAGUÁ","PR","10/2023","0","0"
"410420","CAMPO LARGO","PR","10/2023","1","1"
"411980","PLANALTO","PR","10/2023","1","1"
"410715","DIAMANTE DOESTE","PR","10/2023","1","1"
"410700","CURIÚVA","PR","10/2023","2","3"
"410540","CHOPINZINHO","PR","10/2023","1","1"
"410960","GUARATUBA","PR","10/2023","0","0"
"412788","TUNAS DO PARANÁ","PR","10/2023","0","0"
"411325","LARANJAL","PR","10/2023","2","2"
"410550","CIANORTE","PR","10/2023","1","1"
"411342","LIDIANÓPOLIS","PR","10/2023","0","0"
"411050","IPIRANGA","PR","10/2023","1","1"
"411370","LONDRINA","PR","10/2023","6","8"
"410900","GUAPIRAMA","PR","10/2023","0","0"
"411573","MATO RICO","PR","10/2023","3","3"
"410170","ARARUNA","PR","10/2023","0","0"
"410370","CAMBÉ","PR","10/2023","1","1"
"411440","MANGUEIRINHA","PR","10/2023","1","1"
"411080","IRETAMA","PR","10/2023","1","1"
"412800","UBIRATÃ","PR","10/2023","5","7"
"412820","UNIÃO DA VITÓRIA","PR","10/2023","0","0"
"410570","CLEVELÂNDIA","PR","10/2023","1","1"
"411010","IMBITUVA","PR","10/2023","0","0"
"410490","CASTRO","PR","10/2023","0","0"
"410753","ENTRE RIOS DO OESTE","PR","10/2023","1","1"
"411705","NOVA LARANJEIRAS","PR","10/2023","1","1"
"410020","ADRIANÓPOLIS","PR","10/2023","23","28"
"411725","NOVA PRATA DO IGUAÇU","PR","10/2023","0","0"
"410425","CAMPO MAGRO","PR","10/2023","0","0"
"412175","RESERVA DO IGUAÇU","PR","10/2023","46","74"
"410830","FOZ DO IGUAÇU","PR","10/2023","19","41"
"411007","IMBAÚ","PR","10/2023","1","1"
"411520","MARINGÁ","PR","10/2023","0","0"
"411990","PONTA GROSSA","PR","10/2023","3","3"
"411140","IVAÍ","PR","10/2023","1","1"
"410130","ANTÔNIO OLINTO","PR","10/2023","2","2"
"411120","ITAPEJARA DOESTE","PR","09/2023","1","1"
"410490","CASTRO","PR","09/2023","0","0"
"410655","CORUMBATAÍ DO SUL","PR","09/2023","0","0"
"410337","BRASILÂNDIA DO SUL","PR","09/2023","1","1"
"412500","SÃO JOÃO DO IVAÍ","PR","09/2023","1","1"
"410130","ANTÔNIO OLINTO","PR","09/2023","4","5"
"411370","LONDRINA","PR","09/2023","3","5"
"411573","MATO RICO","PR","09/2023","3","3"
"412085","QUATRO PONTES","PR","09/2023","0","0"
"411940","PIRAÍ DO SUL","PR","09/2023","0","0"
"410840","FRANCISCO BELTRÃO","PR","09/2023","3","3"
"410760","FAXINAL","PR","09/2023","1","1"
"412770","TOLEDO","PR","09/2023","2","2"
"410830","FOZ DO IGUAÇU","PR","09/2023","18","40"
"410775","FIGUEIRA","PR","09/2023","1","1"
"410440","CÂNDIDO DE ABREU","PR","09/2023","0","0"
"411580","MEDIANEIRA","PR","09/2023","4","4"
"412710","TELÊMACO BORBA","PR","09/2023","0","0"
"410580","COLOMBO","PR","09/2023","0","0"
"411520","MARINGÁ","PR","09/2023","1","1"
"410370","CAMBÉ","PR","09/2023","1","1"
"410260","BARRACÃO","PR","09/2023","0","0"
"410753","ENTRE RIOS DO OESTE","PR","09/2023","1","1"
"410200","ASSIS CHATEAUBRIAND","PR","09/2023","1","1"
"410930","GUARANIAÇU","PR","09/2023","1","1"
"410712","DIAMANTE DO SUL","PR","09/2023","1","1"
"412130","RANCHO ALEGRE","PR","09/2023","1","1"
"411995","PONTAL DO PARANÁ","PR","09/2023","1","1"
"411325","LARANJAL","PR","09/2023","2","2"
"411850","PATO BRANCO","PR","09/2023","1","1"
"410570","CLEVELÂNDIA","PR","09/2023","1","1"
"410170","ARARUNA","PR","09/2023","2","2"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","09/2023","11","19"
"411140","IVAÍ","PR","09/2023","1","1"
"412570","SÃO MIGUEL DO IGUAÇU","PR","09/2023","1","1"
"412090","QUEDAS DO IGUAÇU","PR","09/2023","1","1"
"412550","SÃO JOSÉ DOS PINHAIS","PR","09/2023","18","26"
"411342","LIDIANÓPOLIS","PR","09/2023","0","0"
"411480","MARIALVA","PR","09/2023","1","1"
"410880","GUAÍRA","PR","09/2023","0","0"
"412785","TRÊS BARRAS DO PARANÁ","PR","09/2023","2","2"
"412175","RESERVA DO IGUAÇU","PR","09/2023","45","73"
"411130","ITAÚNA DO SUL","PR","09/2023","1","1"
"410845","FOZ DO JORDÃO","PR","09/2023","3","4"
"411960","PITANGA","PR","09/2023","2","3"
"411705","NOVA LARANJEIRAS","PR","09/2023","1","1"
"410650","CORONEL VIVIDA","PR","09/2023","1","1"
"411300","JUSSARA","PR","09/2023","1","1"
"411990","PONTA GROSSA","PR","09/2023","3","3"
"411585","MERCEDES","PR","09/2023","0","0"
"411080","IRETAMA","PR","09/2023","1","1"
"411010","IMBITUVA","PR","09/2023","0","0"
"412200","RIO AZUL","PR","09/2023","0","0"
"412840","URAÍ","PR","09/2023","1","1"
"410020","ADRIANÓPOLIS","PR","09/2023","24","29"
"411430","MANDIRITUBA","PR","09/2023","2","3"
"410790","FLORESTA","PR","09/2023","0","0"
"412820","UNIÃO DA VITÓRIA","PR","09/2023","0","0"
"410330","BORRAZÓPOLIS","PR","09/2023","0","0"
"411780","PALMITAL","PR","09/2023","0","0"
"411710","NOVA LONDRINA","PR","09/2023","1","1"
"410690","CURITIBA","PR","09/2023","17","24"
"411950","PIRAQUARA","PR","09/2023","7","13"
"412402","SANTA TEREZA DO OESTE","PR","09/2023","1","1"
"410765","FAZENDA RIO GRANDE","PR","09/2023","5","10"
"411915","PINHAIS","PR","09/2023","5","6"
"410425","CAMPO MAGRO","PR","09/2023","0","0"
"410960","GUARATUBA","PR","09/2023","0","0"
"412370","SANTA ISABEL DO IVAÍ","PR","09/2023","0","0"
"411725","NOVA PRATA DO IGUAÇU","PR","09/2023","0","0"
"410715","DIAMANTE DOESTE","PR","09/2023","1","1"
"411570","MATINHOS","PR","09/2023","1","2"
"410700","CURIÚVA","PR","09/2023","2","3"
"412080","QUATRO BARRAS","PR","09/2023","1","1"
"412100","QUERÊNCIA DO NORTE","PR","09/2023","2","3"
"410680","CRUZ MACHADO","PR","09/2023","3","6"
"412667","TAMARANA","PR","09/2023","2","4"
"411820","PARANAGUÁ","PR","09/2023","0","0"
"412470","SÃO JERÔNIMO DA SERRA","PR","09/2023","1","1"
"410550","CIANORTE","PR","09/2023","2","2"
"411440","MANGUEIRINHA","PR","09/2023","1","1"
"412170","RESERVA","PR","09/2023","0","0"
"410480","CASCAVEL","PR","09/2023","11","13"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","09/2023","1","1"
"411545","MARQUINHO","PR","09/2023","3","3"
"412788","TUNAS DO PARANÁ","PR","09/2023","0","0"
"412660","SIQUEIRA CAMPOS","PR","09/2023","0","0"
"412210","RIO BOM","PR","09/2023","0","0"
"410430","CAMPO MOURÃO","PR","09/2023","3","3"
"412520","SÃO JORGE DOESTE","PR","09/2023","1","1"
"411070","IRATI","PR","09/2023","1","1"
"410304","BOA VENTURA DE SÃO ROQUE","PR","09/2023","3","3"
"411980","PLANALTO","PR","09/2023","1","1"
"410940","GUARAPUAVA","PR","09/2023","12","17"
"411050","IPIRANGA","PR","09/2023","1","1"
"412800","UBIRATÃ","PR","09/2023","5","7"
"411330","LARANJEIRAS DO SUL","PR","09/2023","0","0"
"411680","NOVA CANTU","PR","09/2023","2","2"
"411250","JARDIM ALEGRE","PR","09/2023","3","3"
"410750","ENGENHEIRO BELTRÃO","PR","09/2023","1","1"
"411680","NOVA CANTU","PR","08/2023","1","1"
"411330","LARANJEIRAS DO SUL","PR","08/2023","0","0"
"411250","JARDIM ALEGRE","PR","08/2023","3","3"
"410750","ENGENHEIRO BELTRÃO","PR","08/2023","1","1"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","08/2023","1","1"
"410775","FIGUEIRA","PR","08/2023","1","1"
"411050","IPIRANGA","PR","08/2023","1","1"
"410200","ASSIS CHATEAUBRIAND","PR","08/2023","1","1"
"411780","PALMITAL","PR","08/2023","0","0"
"412840","URAÍ","PR","08/2023","1","1"
"411940","PIRAÍ DO SUL","PR","08/2023","1","1"
"411545","MARQUINHO","PR","08/2023","3","3"
"411440","MANGUEIRINHA","PR","08/2023","1","1"
"411960","PITANGA","PR","08/2023","2","3"
"411450","MANOEL RIBAS","PR","08/2023","1","1"
"410550","CIANORTE","PR","08/2023","1","1"
"411705","NOVA LARANJEIRAS","PR","08/2023","1","1"
"410490","CASTRO","PR","08/2023","0","0"
"412200","RIO AZUL","PR","08/2023","0","0"
"412350","SANTA HELENA","PR","08/2023","0","0"
"411325","LARANJAL","PR","08/2023","2","2"
"411300","JUSSARA","PR","08/2023","1","1"
"412770","TOLEDO","PR","08/2023","2","2"
"410655","CORUMBATAÍ DO SUL","PR","08/2023","0","0"
"411480","MARIALVA","PR","08/2023","1","1"
"412370","SANTA ISABEL DO IVAÍ","PR","08/2023","0","0"
"411342","LIDIANÓPOLIS","PR","08/2023","0","0"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","08/2023","11","19"
"410480","CASCAVEL","PR","08/2023","6","8"
"411915","PINHAIS","PR","08/2023","5","6"
"410845","FOZ DO JORDÃO","PR","08/2023","3","4"
"412520","SÃO JORGE DOESTE","PR","08/2023","1","1"
"410840","FRANCISCO BELTRÃO","PR","08/2023","2","2"
"412210","RIO BOM","PR","08/2023","0","0"
"411520","MARINGÁ","PR","08/2023","1","1"
"412510","SÃO JOÃO DO TRIUNFO","PR","08/2023","0","0"
"412175","RESERVA DO IGUAÇU","PR","08/2023","46","74"
"410680","CRUZ MACHADO","PR","08/2023","3","6"
"412785","TRÊS BARRAS DO PARANÁ","PR","08/2023","2","2"
"412170","RESERVA","PR","08/2023","0","0"
"410690","CURITIBA","PR","08/2023","21","29"
"411010","IMBITUVA","PR","08/2023","0","0"
"411570","MATINHOS","PR","08/2023","2","3"
"410020","ADRIANÓPOLIS","PR","08/2023","24","30"
"412788","TUNAS DO PARANÁ","PR","08/2023","0","0"
"411573","MATO RICO","PR","08/2023","3","3"
"410960","GUARATUBA","PR","08/2023","0","0"
"410700","CURIÚVA","PR","08/2023","2","3"
"411370","LONDRINA","PR","08/2023","3","5"
"410940","GUARAPUAVA","PR","08/2023","13","18"
"410440","CÂNDIDO DE ABREU","PR","08/2023","0","0"
"411580","MEDIANEIRA","PR","08/2023","5","5"
"410930","GUARANIAÇU","PR","08/2023","1","1"
"412130","RANCHO ALEGRE","PR","08/2023","1","1"
"410880","GUAÍRA","PR","08/2023","0","0"
"411585","MERCEDES","PR","08/2023","0","0"
"410430","CAMPO MOURÃO","PR","08/2023","3","3"
"410304","BOA VENTURA DE SÃO ROQUE","PR","08/2023","3","3"
"410712","DIAMANTE DO SUL","PR","08/2023","1","1"
"411850","PATO BRANCO","PR","08/2023","1","1"
"410830","FOZ DO IGUAÇU","PR","08/2023","18","39"
"411140","IVAÍ","PR","08/2023","1","1"
"410260","BARRACÃO","PR","08/2023","0","0"
"410765","FAZENDA RIO GRANDE","PR","08/2023","5","10"
"410330","BORRAZÓPOLIS","PR","08/2023","0","0"
"410715","DIAMANTE DOESTE","PR","08/2023","1","1"
"411130","ITAÚNA DO SUL","PR","08/2023","1","1"
"412550","SÃO JOSÉ DOS PINHAIS","PR","08/2023","18","26"
"410760","FAXINAL","PR","08/2023","2","2"
"410420","CAMPO LARGO","PR","08/2023","1","1"
"412667","TAMARANA","PR","08/2023","2","4"
"411120","ITAPEJARA DOESTE","PR","08/2023","1","1"
"412800","UBIRATÃ","PR","08/2023","4","5"
"412100","QUERÊNCIA DO NORTE","PR","08/2023","2","3"
"412470","SÃO JERÔNIMO DA SERRA","PR","08/2023","1","1"
"412090","QUEDAS DO IGUAÇU","PR","08/2023","1","1"
"411710","NOVA LONDRINA","PR","08/2023","1","1"
"412085","QUATRO PONTES","PR","08/2023","0","0"
"410130","ANTÔNIO OLINTO","PR","08/2023","4","5"
"412570","SÃO MIGUEL DO IGUAÇU","PR","08/2023","1","1"
"412402","SANTA TEREZA DO OESTE","PR","08/2023","1","1"
"412080","QUATRO BARRAS","PR","08/2023","1","1"
"412710","TELÊMACO BORBA","PR","08/2023","0","0"
"411725","NOVA PRATA DO IGUAÇU","PR","08/2023","0","0"
"411995","PONTAL DO PARANÁ","PR","08/2023","1","1"
"411950","PIRAQUARA","PR","08/2023","7","13"
"411080","IRETAMA","PR","08/2023","1","1"
"410170","ARARUNA","PR","08/2023","2","2"
"411070","IRATI","PR","08/2023","1","1"
"410370","CAMBÉ","PR","08/2023","1","1"
"412820","UNIÃO DA VITÓRIA","PR","08/2023","0","0"
"411820","PARANAGUÁ","PR","08/2023","0","0"
"412660","SIQUEIRA CAMPOS","PR","08/2023","0","0"
"410570","CLEVELÂNDIA","PR","08/2023","1","1"
"411430","MANDIRITUBA","PR","08/2023","2","3"
"410790","FLORESTA","PR","08/2023","0","0"
"410337","BRASILÂNDIA DO SUL","PR","08/2023","1","1"
"411990","PONTA GROSSA","PR","08/2023","3","3"
"411760","PALMAS","PR","08/2023","1","1"
"412330","SANTA CRUZ DE MONTE CASTELO","PR","07/2023","1","1"
"410304","BOA VENTURA DE SÃO ROQUE","PR","07/2023","3","3"
"410170","ARARUNA","PR","07/2023","1","1"
"410330","BORRAZÓPOLIS","PR","07/2023","0","0"
"411430","MANDIRITUBA","PR","07/2023","2","3"
"411140","IVAÍ","PR","07/2023","1","1"
"412820","UNIÃO DA VITÓRIA","PR","07/2023","0","0"
"412520","SÃO JORGE DOESTE","PR","07/2023","1","1"
"410715","DIAMANTE DOESTE","PR","07/2023","1","1"
"411950","PIRAQUARA","PR","07/2023","7","13"
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","07/2023","11","19"
"411480","MARIALVA","PR","07/2023","1","1"
"411705","NOVA LARANJEIRAS","PR","07/2023","1","1"
"411040","INDIANÓPOLIS","PR","07/2023","1","1"
"410760","FAXINAL","PR","07/2023","2","2"
"412210","RIO BOM","PR","07/2023","0","0"
"410940","GUARAPUAVA","PR","07/2023","13","18"
"412080","QUATRO BARRAS","PR","07/2023","1","1"
"411460","MARECHAL CÂNDIDO RONDON","PR","07/2023","1","1"
"411080","IRETAMA","PR","07/2023","1","1"
"412667","TAMARANA","PR","07/2023","2","4"
"410490","CASTRO","PR","07/2023","0","0"
"411530","MARIÓPOLIS","PR","07/2023","0","0"
"410725","DOURADINA","PR","07/2023","1","1"
"410260","BARRACÃO","PR","07/2023","0","0"
"410775","FIGUEIRA","PR","07/2023","1","1"
"412550","SÃO JOSÉ DOS PINHAIS","PR","07/2023","16","24"
"410200","ASSIS CHATEAUBRIAND","PR","07/2023","1","1"
"411915","PINHAIS","PR","07/2023","5","6"
"412785","TRÊS BARRAS DO PARANÁ","PR","07/2023","2","2"
"410700","CURIÚVA","PR","07/2023","1","1"
"411130","ITAÚNA DO SUL","PR","07/2023","1","1"
"410840","FRANCISCO BELTRÃO","PR","07/2023","1","1"
"411120","ITAPEJARA DOESTE","PR","07/2023","1","1"
"410830","FOZ DO IGUAÇU","PR","07/2023","6","14"
"411990","PONTA GROSSA","PR","07/2023","2","2"
"412100","QUERÊNCIA DO NORTE","PR","07/2023","2","3"
"412170","RESERVA","PR","07/2023","0","0"
"412610","SÃO TOMÉ","PR","07/2023","1","1"
"412402","SANTA TEREZA DO OESTE","PR","07/2023","1","1"
"411070","IRATI","PR","07/2023","1","1"
"410430","CAMPO MOURÃO","PR","07/2023","3","3"
"410370","CAMBÉ","PR","07/2023","1","1"
"411090","ITAGUAJÉ","PR","07/2023","0","0"
"410550","CIANORTE","PR","07/2023","1","1"
"410130","ANTÔNIO OLINTO","PR","07/2023","4","5"
"411325","LARANJAL","PR","07/2023","2","2"
"411440","MANGUEIRINHA","PR","07/2023","1","1"
"410420","CAMPO LARGO","PR","07/2023","1","1"
"411560","MATELÂNDIA","PR","07/2023","0","0"
"410655","CORUMBATAÍ DO SUL","PR","07/2023","0","0"
"411850","PATO BRANCO","PR","07/2023","1","1"
"412370","SANTA ISABEL DO IVAÍ","PR","07/2023","0","0"
"410690","CURITIBA","PR","07/2023","24","35"
"411725","NOVA PRATA DO IGUAÇU","PR","07/2023","0","0"
"412800","UBIRATÃ","PR","07/2023","4","5"
"412840","URAÍ","PR","07/2023","1","1"
"410845","FOZ DO JORDÃO","PR","07/2023","2","3"
"411995","PONTAL DO PARANÁ","PR","07/2023","1","1"
"412085","QUATRO PONTES","PR","07/2023","0","0"
"411940","PIRAÍ DO SUL","PR","07/2023","1","1"
"411710","NOVA LONDRINA","PR","07/2023","1","1"
"411570","MATINHOS","PR","07/2023","2","3"
"410570","CLEVELÂNDIA","PR","07/2023","0","0"
"410960","GUARATUBA","PR","07/2023","0","0"
"412130","RANCHO ALEGRE","PR","07/2023","1","1"
"411585","MERCEDES","PR","07/2023","0","0"
"412510","SÃO JOÃO DO TRIUNFO","PR","07/2023","0","0"
"410580","COLOMBO","PR","07/2023","0","0"
"410712","DIAMANTE DO SUL","PR","07/2023","1","1"
"410930","GUARANIAÇU","PR","07/2023","1","1"
"412570","SÃO MIGUEL DO IGUAÇU","PR","07/2023","1","1"
"410680","CRUZ MACHADO","PR","07/2023","3","6"
"411573","MATO RICO","PR","07/2023","3","3"
"412665","SULINA","PR","07/2023","1","1"
"410337","BRASILÂNDIA DO SUL","PR","07/2023","1","1"
"411820","PARANAGUÁ","PR","07/2023","0","0"
"412788","TUNAS DO PARANÁ","PR","07/2023","0","0"
"411050","IPIRANGA","PR","07/2023","1","1"
"410765","FAZENDA RIO GRANDE","PR","07/2023","6","11"
"411960","PITANGA","PR","07/2023","3","4"
"411780","PALMITAL","PR","07/2023","0","0"
"412440","SANTO ANTÔNIO DO SUDOESTE","PR","07/2023","1","1"
"411520","MARINGÁ","PR","07/2023","1","1"
"412470","SÃO JERÔNIMO DA SERRA","PR","07/2023","1","1"
"411370","LONDRINA","PR","07/2023","3","3"
"411010","IMBITUVA","PR","07/2023","0","0"
"411450","MANOEL RIBAS","PR","07/2023","1","1"
"411760","PALMAS","PR","07/2023","0","0"
"412770","TOLEDO","PR","07/2023","2","2"
"411580","MEDIANEIRA","PR","07/2023","4","4"
"412175","RESERVA DO IGUAÇU","PR","07/2023","48","77"
"410480","CASCAVEL","PR","07/2023","5","7"
"410880","GUAÍRA","PR","07/2023","0","0"
"411545","MARQUINHO","PR","07/2023","3","3"
"412350","SANTA HELENA","PR","07/2023","0","0"
"411300","JUSSARA","PR","07/2023","1","1"
"411342","LIDIANÓPOLIS","PR","07/2023","0","0"
"410440","CÂNDIDO DE ABREU","PR","07/2023","2","2"
"410020","ADRIANÓPOLIS","PR","07/2023","26","33"
"411680","NOVA CANTU","PR","07/2023","1","1"
"411330","LARANJEIRAS DO SUL","PR","07/2023","0","0"
"411250","JARDIM ALEGRE","PR","07/2023","3","3"
"410750","ENGENHEIRO BELTRÃO","PR","07/2023","1","1"
"411270","JATAIZINHO","PR","06/2023","0",""
"411250","JARDIM ALEGRE","PR","06/2023","3","3"
"411200","JAGUARIAÍVA","PR","06/2023","0",""
"410860","GOIOERÊ","PR","06/2023","0",""
"410115","ÂNGULO","PR","06/2023","0",""
"410400","CAMPINA GRANDE DO SUL","PR","06/2023","0",""
"411650","NOVA ALIANÇA DO IVAÍ","PR","06/2023","0",""
"410090","AMAPORÃ","PR","06/2023","0",""
"411220","JANIÓPOLIS","PR","06/2023","0",""
"411330","LARANJEIRAS DO SUL","PR","06/2023","0","0"
"410820","FORMOSA DO OESTE","PR","06/2023","0",""
"411320","LAPA","PR","06/2023","0",""
"412380","SANTA IZABEL DO OESTE","PR","06/2023","0",""
"410800","FLORESTÓPOLIS","PR","06/2023","0",""
"410530","CÉU AZUL","PR","06/2023","0",""
"411275","JESUÍTAS","PR","06/2023","0",""
"411420","MANDAGUARI","PR","06/2023","0",""
"410720","DOIS VIZINHOS","PR","06/2023","0",""
"410685","CRUZMALTINA","PR","06/2023","0",""
"411310","KALORÉ","PR","06/2023","0",""
"411680","NOVA CANTU","PR","06/2023","1","1"
"410750","ENGENHEIRO BELTRÃO","PR","06/2023","1","1"
"411100","ITAMBARACÁ","PR","06/2023","0",""
"411530","MARIÓPOLIS","PR","06/2023","0","0"
"411295","JURANDA","PR","06/2023","0",""
"412170","RESERVA","PR","06/2023","0","0"
"410070","ALTO PIQUIRI","PR","06/2023","0",""
"412370","SANTA ISABEL DO IVAÍ","PR","06/2023","0","0"
"411342","LIDIANÓPOLIS","PR","06/2023","1","1"
"412500","SÃO JOÃO DO IVAÍ","PR","06/2023","0",""
"410725","DOURADINA","PR","06/2023","1","1"
"412000","PORECATU","PR","06/2023","0",""
"412385","SANTA MARIA DO OESTE","PR","06/2023","0",""
"411990","PONTA GROSSA","PR","06/2023","2","2"
"411050","IPIRANGA","PR","06/2023","1","1"
"410600","CONGONHINHAS","PR","06/2023","0",""
"411240","JAPURÁ","PR","06/2023","0",""
"411995","PONTAL DO PARANÁ","PR","06/2023","1","1"
"411950","PIRAQUARA","PR","06/2023","7","13"
"412405","SANTA TEREZINHA DE ITAIPU","PR","06/2023","0",""
"411140","IVAÍ","PR","06/2023","1","1"
"411915","PINHAIS","PR","06/2023","5","6"
"410380","CAMBIRA","PR","06/2023","0",""
"410210","ASTORGA","PR","06/2023","0",""
"410670","CRUZEIRO DO SUL","PR","06/2023","0",""
"410890","GUAIRAÇÁ","PR","06/2023","0",""
"410302","BOA ESPERANÇA DO IGUAÇU","PR","06/2023","0",""
"411690","NOVA ESPERANÇA","PR","06/2023","0",""
"412785","TRÊS BARRAS DO PARANÁ","PR","06/2023","2","2"
"411920","PINHALÃO","PR","06/2023","0",""
"411095","ITAIPULÂNDIA","PR","06/2023","0",""
"412545","SÃO JOSÉ DAS PALMEIRAS","PR","06/2023","12","20"
"410450","CAPANEMA","PR","06/2023","0",""
"410920","GUARACI","PR","06/2023","0",""
"412795","TUPÃSSI","PR","06/2023","0",""
"411090","ITAGUAJÉ","PR","06/2023","0","0"
"412230","RIO NEGRO","PR","06/2023","0",""
"410320","BOM SUCESSO","PR","06/2023","0",""
"411290","JUNDIAÍ DO SUL","PR","06/2023","0",""
"412510","SÃO JOÃO DO TRIUNFO","PR","06/2023","0","0"
"411880","PEABIRU","PR","06/2023","0",""
"412175","RESERVA DO IGUAÇU","PR","06/2023","49","78"
"412240","ROLÂNDIA","PR","06/2023","0",""
"412085","QUATRO PONTES","PR","06/2023","0","0"
"411260","JARDIM OLINDA","PR","06/2023","0",""
"411520","MARINGÁ","PR","06/2023","0","0"
"411490","MARILÂNDIA DO SUL","PR","06/2023","0",""
"412382","SANTA LÚCIA","PR","06/2023","0",""
"411660","NOVA AMÉRICA DA COLINA","PR","06/2023","0",""
"410950","GUARAQUEÇABA","PR","06/2023","0",""
"412250","RONCADOR","PR","06/2023","0",""
"412520","SÃO JORGE DOESTE","PR","06/2023","1","1"
"410340","CAFEARA","PR","06/2023","0",""
"410165","ARAPUÃ","PR","06/2023","0",""
"411500","MARILENA","PR","06/2023","0",""
"412210","RIO BOM","PR","06/2023","0",""
"411770","PALMEIRA","PR","06/2023","0",""
"411610","MOREIRA SALES","PR","06/2023","0",""
"410480","CASCAVEL","PR","06/2023","3","5"
"412830","UNIFLOR","PR","06/2023","0",""
"411510","MARILUZ","PR","06/2023","0",""
"412420","SANTO ANTÔNIO DO CAIUÁ","PR","06/2023","0",""
"412590","SÃO PEDRO DO PARANÁ","PR","06/2023","0",""
"410280","BELA VISTA DO PARAÍSO","PR","06/2023","0",""
"411430","MANDIRITUBA","PR","06/2023","3","4"
"410657","CRUZEIRO DO IGUAÇU","PR","06/2023","0",""
"411560","MATELÂNDIA","PR","06/2023","0","0"
"410840","FRANCISCO BELTRÃO","PR","06/2023","1","1"
"411065","IRACEMA DO OESTE","PR","06/2023","0",""
"411030","INAJÁ","PR","06/2023","0",""
"412540","SÃO JOSÉ DA BOA VISTA","PR","06/2023","0",""
"411280","JOAQUIM TÁVORA","PR","06/2023","0",""
"411940","PIRAÍ DO SUL","PR","06/2023","0",""
"412530","SÃO JORGE DO IVAÍ","PR","06/2023","0",""
"411850","PATO BRANCO","PR","06/2023","3","3"
"412570","SÃO MIGUEL DO IGUAÇU","PR","06/2023","1","1"
"412667","TAMARANA","PR","06/2023","2","4"
"411435","MANFRINÓPOLIS","PR","06/2023","0",""
"411360","LOBATO","PR","06/2023","0",""
"411980","PLANALTO","PR","06/2023","0",""
"410810","FLÓRIDA","PR","06/2023","0",""
"410715","DIAMANTE DOESTE","PR","06/2023","1","1"
"412865","VIRMOND","PR","06/2023","0",""
"410310","BOCAIÚVA DO SUL","PR","06/2023","0",""
"410712","DIAMANTE DO SUL","PR","06/2023","1","1"
"412860","VERÊ","PR","06/2023","0",""
"412217","RIO BRANCO DO IVAÍ","PR","06/2023","0",""
"410850","GENERAL CARNEIRO","PR","06/2023","0",""
"412780","TOMAZINA","PR","06/2023","0",""
"411545","MARQUINHO","PR","06/2023","3","3"
"411150","IVAIPORÃ","PR","06/2023","0",""
"410895","GUAMIRANGA","PR","06/2023","0",""
"411605","MISSAL","PR","06/2023","0",""
"412490","SÃO JOÃO DO CAIUÁ","PR","06/2023","0",""
"410520","CERRO AZUL","PR","06/2023","0",""
"412125","RAMILÂNDIA","PR","06/2023","0",""
"410060","ALTO PARANÁ","PR","06/2023","0",""
"410304","BOA VENTURA DE SÃO ROQUE","PR","06/2023","3","3"
"412015","PORTO BARREIRO","PR","06/2023","0",""
"412310","SANTA AMÉLIA","PR","06/2023","0",""
"410590","COLORADO","PR","06/2023","0",""
"410200","ASSIS CHATEAUBRIAND","PR","06/2023","1","1"
"410560","CIDADE GAÚCHA","PR","06/2023","0",""
"411600","MIRASELVA","PR","06/2023","0",""
"410630","CORBÉLIA","PR","06/2023","0",""
"410430","CAMPO MOURÃO","PR","06/2023","4","4"
"412020","PORTO RICO","PR","06/2023","0",""
"412790","TUNEIRAS DO OESTE","PR","06/2023","0",""
"412555","SÃO MANOEL DO PARANÁ","PR","06/2023","0",""
"411440","MANGUEIRINHA","PR","06/2023","1","1"
"410420","CAMPO LARGO","PR","06/2023","1","1"
"410510","CENTENÁRIO DO SUL","PR","06/2023","0",""
"411373","LUIZIANA","PR","06/2023","0",""
"412796","TURVO","PR","06/2023","0",""
"412402","SANTA TEREZA DO OESTE","PR","06/2023","1","1"
"410305","BOA VISTA DA APARECIDA","PR","06/2023","0",""
"411125","ITAPERUÇU","PR","06/2023","0",""
"410870","GRANDES RIOS","PR","06/2023","0",""
"411900","PÉROLA DOESTE","PR","06/2023","0",""
"410180","ARAUCÁRIA","PR","06/2023","0",""
"411350","LOANDA","PR","06/2023","0",""
"412650","SERTANÓPOLIS","PR","06/2023","0",""
"411155","IVATÉ","PR","06/2023","0",""
"410610","CONSELHEIRO MAIRINCK","PR","06/2023","0",""
