"Código","Unidade Territorial","UF","Referência","Quantidade de pessoas em famílias beneficiárias do Programa Bolsa Família em situação de pobreza, segundo a faixa do Programa*","Quantidade de pessoas em famílias de baixa renda** beneficiárias do Programa Bolsa Família","Quantidade de pessoas em famílias com renda per capita mensal acima de meio salário-mínimo*** beneficiárias do Programa Bolsa Família"
"411160","IVATUBA","PR","06/2023","249","43","0"
"411160","IVATUBA","PR","11/2023","267","70","0"
"411160","IVATUBA","PR","10/2023","277","50","0"
"411160","IVATUBA","PR","05/2023","248","37","0"
"411170","JABOTI","PR","08/2026","1147","171","0"
"411170","JABOTI","PR","06/2023","1086","93","0"
"411170","JABOTI","PR","08/2023","1114","158","0"
"411170","JABOTI","PR","05/2023","1092","83","0"
"411170","JABOTI","PR","12/2023","1178","169","0"
"411170","JABOTI","PR","10/2023","1190","125","0"
"411170","JABOTI","PR","11/2023","1150","174","0"
"411170","JABOTI","PR","07/2023","993","166","0"
"411170","JABOTI","PR","03/2023","1140","78","0"
"411170","JABOTI","PR","09/2023","1162","135","0"
"411170","JABOTI","PR","02/2023","1193","58","0"
"411170","JABOTI","PR","04/2023","1109","84","0"
"411170","JABOTI","PR","11/2024","1161","240","0"
"411170","JABOTI","PR","04/2024","1130","212","0"
"411170","JABOTI","PR","12/2024","1183","217","0"
"411170","JABOTI","PR","05/2024","1136","202","0"
"411170","JABOTI","PR","07/2024","1144","216","0"
"411170","JABOTI","PR","10/2024","1158","243","0"
"411170","JABOTI","PR","02/2024","1185","158","0"
"411170","JABOTI","PR","01/2025","1133","240","0"
"411170","JABOTI","PR","03/2024","1118","221","0"
"411170","JABOTI","PR","06/2024","1127","190","0"
"411170","JABOTI","PR","09/2024","1132","227","0"
"411170","JABOTI","PR","08/2024","1134","217","0"
"411170","JABOTI","PR","05/2025","1150","203","0"
"411170","JABOTI","PR","03/2025","1133","231","0"
"411170","JABOTI","PR","09/2025","1142","194","0"
"411170","JABOTI","PR","12/2025","1138","184","0"
"411170","JABOTI","PR","01/2026","1137","184","0"
"411170","JABOTI","PR","07/2025","1102","197","0"
"411170","JABOTI","PR","11/2025","1100","183","0"
"411170","JABOTI","PR","02/2025","1123","237","0"
"411170","JABOTI","PR","08/2025","1138","200","0"
"411170","JABOTI","PR","04/2025","1151","203","0"
"411170","JABOTI","PR","10/2025","1117","192","0"
"411170","JABOTI","PR","06/2025","1150","193","0"
"411170","JABOTI","PR","01/2024","1185","158","0"
"411170","JABOTI","PR","02/2026","1127","191","0"
"411170","JABOTI","PR","03/2026","1123","175","0"
"411170","JABOTI","PR","04/2026","1185","163","0"
"411170","JABOTI","PR","05/2026","1195","157","0"
"411170","JABOTI","PR","06/2026","1201","151","0"
"411180","JACAREZINHO","PR","06/2026","6096","1379","0"
"411180","JACAREZINHO","PR","02/2023","7981","755","0"
"411180","JACAREZINHO","PR","12/2023","6880","1845","0"
"411180","JACAREZINHO","PR","04/2023","7807","625","0"
"411180","JACAREZINHO","PR","08/2023","7018","1492","0"
"411180","JACAREZINHO","PR","10/2023","7358","1402","0"
"411180","JACAREZINHO","PR","07/2023","6558","1562","0"
"411180","JACAREZINHO","PR","03/2023","7796","647","0"
"411180","JACAREZINHO","PR","01/2024","6955","1736","0"
"411180","JACAREZINHO","PR","09/2023","7308","1392","0"
"411180","JACAREZINHO","PR","05/2023","7724","637","0"
"411180","JACAREZINHO","PR","06/2023","7663","671","0"
"411180","JACAREZINHO","PR","11/2023","6756","1883","0"
"411180","JACAREZINHO","PR","02/2024","7094","1721","0"
"411180","JACAREZINHO","PR","07/2024","6624","1961","0"
"411180","JACAREZINHO","PR","04/2024","6678","1937","0"
"411180","JACAREZINHO","PR","03/2024","6671","2001","0"
"411180","JACAREZINHO","PR","08/2024","6626","1898","0"
"411180","JACAREZINHO","PR","10/2024","6498","1936","0"
"411180","JACAREZINHO","PR","12/2024","6608","1800","0"
"411180","JACAREZINHO","PR","05/2024","6586","1878","0"
"411180","JACAREZINHO","PR","06/2024","6855","1815","0"
"411180","JACAREZINHO","PR","09/2024","6665","1797","0"
"411180","JACAREZINHO","PR","01/2025","6376","1929","0"
"411180","JACAREZINHO","PR","11/2024","6467","1862","0"
"411180","JACAREZINHO","PR","08/2025","5993","1631","0"
"411180","JACAREZINHO","PR","04/2025","6203","2008","0"
"411180","JACAREZINHO","PR","01/2026","5865","1475","0"
"411180","JACAREZINHO","PR","07/2025","6119","1591","0"
"411180","JACAREZINHO","PR","12/2025","5987","1454","0"
"411180","JACAREZINHO","PR","10/2025","5879","1631","0"
"411180","JACAREZINHO","PR","05/2025","6205","1990","0"
"411180","JACAREZINHO","PR","03/2025","6168","2071","0"
"411180","JACAREZINHO","PR","11/2025","5763","1482","0"
"411180","JACAREZINHO","PR","09/2025","5950","1638","0"
"411180","JACAREZINHO","PR","02/2025","6363","1896","0"
"411180","JACAREZINHO","PR","06/2025","6210","1980","0"
"411180","JACAREZINHO","PR","02/2026","5779","1513","0"
"411180","JACAREZINHO","PR","03/2026","5964","1383","0"
"411180","JACAREZINHO","PR","04/2026","5956","1402","0"
"411180","JACAREZINHO","PR","05/2026","6051","1379","0"
"411180","JACAREZINHO","PR","08/2026","6033","1381","0"
"411190","JAGUAPITÃ","PR","06/2026","1753","503","0"
"411190","JAGUAPITÃ","PR","11/2023","1589","607","0"
"411190","JAGUAPITÃ","PR","05/2023","2151","209","0"
"411190","JAGUAPITÃ","PR","04/2023","2153","191","0"
"411190","JAGUAPITÃ","PR","02/2023","2297","226","0"
"411190","JAGUAPITÃ","PR","08/2023","1770","552","0"
"411190","JAGUAPITÃ","PR","12/2023","1574","583","0"
"411190","JAGUAPITÃ","PR","09/2023","1766","519","0"
"411190","JAGUAPITÃ","PR","03/2023","2140","196","0"
"411190","JAGUAPITÃ","PR","10/2023","1745","520","0"
"411190","JAGUAPITÃ","PR","01/2024","1611","563","0"
"411190","JAGUAPITÃ","PR","07/2023","1749","569","0"
"411190","JAGUAPITÃ","PR","06/2023","2103","250","0"
"411190","JAGUAPITÃ","PR","04/2024","1431","554","0"
"411190","JAGUAPITÃ","PR","11/2024","1709","584","0"
"411190","JAGUAPITÃ","PR","02/2024","1585","528","0"
"411190","JAGUAPITÃ","PR","09/2024","1717","520","0"
"411190","JAGUAPITÃ","PR","07/2024","1711","542","0"
"411190","JAGUAPITÃ","PR","12/2024","1735","581","0"
"411190","JAGUAPITÃ","PR","10/2024","1694","591","0"
"411190","JAGUAPITÃ","PR","01/2025","1602","623","0"
"411190","JAGUAPITÃ","PR","05/2024","1437","553","0"
"411190","JAGUAPITÃ","PR","08/2026","1726","535","0"
"411190","JAGUAPITÃ","PR","03/2024","1485","567","0"
"411190","JAGUAPITÃ","PR","06/2024","1457","546","0"
"411190","JAGUAPITÃ","PR","08/2024","1733","535","0"
"411190","JAGUAPITÃ","PR","05/2025","1653","631","0"
"411190","JAGUAPITÃ","PR","09/2025","1515","497","0"
"411190","JAGUAPITÃ","PR","07/2025","1602","532","0"
"411190","JAGUAPITÃ","PR","02/2025","1638","612","0"
"411190","JAGUAPITÃ","PR","01/2026","1607","461","0"
"411190","JAGUAPITÃ","PR","03/2025","1640","660","0"
"411190","JAGUAPITÃ","PR","11/2025","1485","468","0"
"411190","JAGUAPITÃ","PR","10/2025","1491","479","0"
"411190","JAGUAPITÃ","PR","08/2025","1533","511","0"
"411190","JAGUAPITÃ","PR","06/2025","1670","612","0"
"411190","JAGUAPITÃ","PR","12/2025","1624","449","0"
"411190","JAGUAPITÃ","PR","04/2025","1659","642","0"
"411190","JAGUAPITÃ","PR","02/2026","1565","490","0"
"411190","JAGUAPITÃ","PR","03/2026","1556","467","0"
"411190","JAGUAPITÃ","PR","04/2026","1708","465","0"
"411190","JAGUAPITÃ","PR","05/2026","1708","473","0"
"411200","JAGUARIAÍVA","PR","06/2026","4610","1287","0"
"411200","JAGUARIAÍVA","PR","10/2023","5319","1455","0"
"411200","JAGUARIAÍVA","PR","02/2023","5579","887","0"
"411200","JAGUARIAÍVA","PR","05/2023","5621","912","0"
"411200","JAGUARIAÍVA","PR","12/2023","5170","1580","0"
"411200","JAGUARIAÍVA","PR","06/2023","5570","950","0"
"411200","JAGUARIAÍVA","PR","08/2023","5295","1390","0"
"411200","JAGUARIAÍVA","PR","09/2023","5351","1398","0"
"411200","JAGUARIAÍVA","PR","03/2023","5490","857","0"
"411200","JAGUARIAÍVA","PR","04/2023","5540","869","0"
"411200","JAGUARIAÍVA","PR","01/2024","5156","1565","0"
"411200","JAGUARIAÍVA","PR","07/2023","5168","1534","0"
"411200","JAGUARIAÍVA","PR","11/2023","5109","1670","0"
"411200","JAGUARIAÍVA","PR","02/2024","5174","1510","0"
"411200","JAGUARIAÍVA","PR","03/2024","5014","1695","0"
"411200","JAGUARIAÍVA","PR","12/2024","4989","1557","0"
"411200","JAGUARIAÍVA","PR","04/2024","5046","1676","0"
"411200","JAGUARIAÍVA","PR","11/2024","4914","1665","0"
"411200","JAGUARIAÍVA","PR","01/2025","4883","1637","0"
"411200","JAGUARIAÍVA","PR","05/2024","5064","1644","0"
"411200","JAGUARIAÍVA","PR","07/2024","4810","1816","0"
"411200","JAGUARIAÍVA","PR","06/2024","5087","1629","0"
"411200","JAGUARIAÍVA","PR","09/2024","4850","1670","0"
"411200","JAGUARIAÍVA","PR","10/2024","4861","1747","0"
"411200","JAGUARIAÍVA","PR","08/2024","4823","1740","0"
"411200","JAGUARIAÍVA","PR","03/2025","4834","1684","0"
"411200","JAGUARIAÍVA","PR","09/2025","4517","1416","0"
"411200","JAGUARIAÍVA","PR","04/2025","4827","1674","0"
"411200","JAGUARIAÍVA","PR","12/2025","4445","1325","0"
"411200","JAGUARIAÍVA","PR","01/2026","4372","1417","0"
"411200","JAGUARIAÍVA","PR","07/2025","4609","1521","0"
"411200","JAGUARIAÍVA","PR","02/2025","4892","1629","0"
"411200","JAGUARIAÍVA","PR","05/2025","4826","1649","0"
"411200","JAGUARIAÍVA","PR","11/2025","4438","1351","0"
"411200","JAGUARIAÍVA","PR","08/2025","4589","1465","0"
"411200","JAGUARIAÍVA","PR","10/2025","4469","1456","0"
"411200","JAGUARIAÍVA","PR","06/2025","4832","1629","0"
"411200","JAGUARIAÍVA","PR","02/2026","4353","1436","0"
"411200","JAGUARIAÍVA","PR","03/2026","4622","1293","0"
"411200","JAGUARIAÍVA","PR","04/2026","4617","1235","0"
"411200","JAGUARIAÍVA","PR","05/2026","4602","1261","0"
"411200","JAGUARIAÍVA","PR","08/2026","4624","1152","0"
"411210","JANDAIA DO SUL","PR","03/2023","3065","222","0"
"411210","JANDAIA DO SUL","PR","02/2023","3264","248","0"
"411210","JANDAIA DO SUL","PR","08/2026","2331","493","0"
"411210","JANDAIA DO SUL","PR","06/2026","2340","550","0"
"411210","JANDAIA DO SUL","PR","05/2026","2306","571","0"
"411210","JANDAIA DO SUL","PR","04/2026","2290","565","0"
"411210","JANDAIA DO SUL","PR","03/2026","2272","567","0"
"411210","JANDAIA DO SUL","PR","02/2026","2262","562","0"
"411210","JANDAIA DO SUL","PR","09/2025","2161","616","0"
"411210","JANDAIA DO SUL","PR","08/2025","2126","615","0"
"411210","JANDAIA DO SUL","PR","03/2025","2126","887","0"
"411210","JANDAIA DO SUL","PR","06/2025","2148","862","0"
"411210","JANDAIA DO SUL","PR","01/2026","2176","554","0"
"411210","JANDAIA DO SUL","PR","11/2025","2143","512","0"
"411210","JANDAIA DO SUL","PR","02/2025","2097","908","0"
"411210","JANDAIA DO SUL","PR","05/2025","2142","859","0"
"411210","JANDAIA DO SUL","PR","10/2025","2139","613","0"
"411210","JANDAIA DO SUL","PR","07/2025","2135","658","0"
"411210","JANDAIA DO SUL","PR","12/2025","2223","528","0"
"411210","JANDAIA DO SUL","PR","04/2025","2142","867","0"
"411210","JANDAIA DO SUL","PR","08/2024","2178","814","0"
"411210","JANDAIA DO SUL","PR","11/2024","2168","929","0"
"411210","JANDAIA DO SUL","PR","06/2024","2107","760","0"
"411210","JANDAIA DO SUL","PR","10/2024","2101","940","0"
"411210","JANDAIA DO SUL","PR","01/2025","2095","914","0"
"411210","JANDAIA DO SUL","PR","02/2024","2176","774","0"
"411210","JANDAIA DO SUL","PR","09/2024","2180","805","0"
"411210","JANDAIA DO SUL","PR","05/2024","2092","781","0"
"411210","JANDAIA DO SUL","PR","07/2024","2190","837","0"
"411210","JANDAIA DO SUL","PR","12/2024","2178","898","0"
"411210","JANDAIA DO SUL","PR","04/2024","2104","829","0"
"411210","JANDAIA DO SUL","PR","03/2024","2084","854","0"
"411210","JANDAIA DO SUL","PR","10/2023","2452","645","0"
"411210","JANDAIA DO SUL","PR","01/2024","2220","775","0"
"411210","JANDAIA DO SUL","PR","11/2023","2257","751","0"
"411210","JANDAIA DO SUL","PR","08/2023","2450","709","0"
"411210","JANDAIA DO SUL","PR","07/2023","2458","734","0"
"411210","JANDAIA DO SUL","PR","06/2023","3046","237","0"
"411210","JANDAIA DO SUL","PR","04/2023","3049","223","0"
"411210","JANDAIA DO SUL","PR","09/2023","2452","672","0"
"411210","JANDAIA DO SUL","PR","12/2023","2258","741","0"
"411210","JANDAIA DO SUL","PR","05/2023","3042","235","0"
"411220","JANIÓPOLIS","PR","12/2024","756","166","0"
"411220","JANIÓPOLIS","PR","08/2026","659","242","0"
"411220","JANIÓPOLIS","PR","06/2026","643","246","0"
"411220","JANIÓPOLIS","PR","05/2026","660","227","0"
"411220","JANIÓPOLIS","PR","04/2026","633","216","0"
"411220","JANIÓPOLIS","PR","03/2026","638","204","0"
"411220","JANIÓPOLIS","PR","02/2026","649","194","0"
"411220","JANIÓPOLIS","PR","07/2025","685","185","0"
"411220","JANIÓPOLIS","PR","11/2025","619","196","0"
"411220","JANIÓPOLIS","PR","05/2025","746","181","0"
"411220","JANIÓPOLIS","PR","10/2025","624","199","0"
"411220","JANIÓPOLIS","PR","02/2025","737","177","0"
"411220","JANIÓPOLIS","PR","01/2026","662","186","0"
"411220","JANIÓPOLIS","PR","06/2025","753","179","0"
"411220","JANIÓPOLIS","PR","12/2025","662","189","0"
"411220","JANIÓPOLIS","PR","04/2025","746","181","0"
"411220","JANIÓPOLIS","PR","09/2025","663","180","0"
"411220","JANIÓPOLIS","PR","03/2025","757","175","0"
"411220","JANIÓPOLIS","PR","08/2025","687","175","0"
"411220","JANIÓPOLIS","PR","06/2024","862","169","0"
"411220","JANIÓPOLIS","PR","05/2024","824","174","0"
"411220","JANIÓPOLIS","PR","03/2024","796","189","0"
"411220","JANIÓPOLIS","PR","10/2024","761","185","0"
"411220","JANIÓPOLIS","PR","01/2025","732","176","0"
"411220","JANIÓPOLIS","PR","07/2024","821","190","0"
"411220","JANIÓPOLIS","PR","09/2024","811","165","0"
"411220","JANIÓPOLIS","PR","11/2024","762","173","0"
"411220","JANIÓPOLIS","PR","02/2024","815","180","0"
"411220","JANIÓPOLIS","PR","04/2024","822","189","0"
"411220","JANIÓPOLIS","PR","08/2024","812","179","0"
"411220","JANIÓPOLIS","PR","11/2023","797","190","0"
"411220","JANIÓPOLIS","PR","06/2023","771","80","0"
"411220","JANIÓPOLIS","PR","05/2023","773","79","0"
"411220","JANIÓPOLIS","PR","10/2023","842","157","0"
"411220","JANIÓPOLIS","PR","12/2023","808","191","0"
"411220","JANIÓPOLIS","PR","09/2023","829","162","0"
"411220","JANIÓPOLIS","PR","07/2023","757","182","0"
"411220","JANIÓPOLIS","PR","03/2023","727","95","0"
"411220","JANIÓPOLIS","PR","01/2024","825","180","0"
"411220","JANIÓPOLIS","PR","02/2023","732","99","0"
"411220","JANIÓPOLIS","PR","04/2023","747","86","0"
"411220","JANIÓPOLIS","PR","08/2023","821","171","0"
"411230","JAPIRA","PR","08/2026","456","167","0"
"411230","JAPIRA","PR","07/2023","696","266","0"
"411230","JAPIRA","PR","06/2023","750","195","0"
"411230","JAPIRA","PR","12/2023","618","313","0"
"411230","JAPIRA","PR","11/2023","646","306","0"
"411230","JAPIRA","PR","09/2023","712","247","0"
"411230","JAPIRA","PR","02/2023","836","168","0"
"411230","JAPIRA","PR","10/2023","708","266","0"
"411230","JAPIRA","PR","04/2023","766","192","0"
"411230","JAPIRA","PR","03/2023","773","172","0"
"411230","JAPIRA","PR","01/2024","597","300","0"
"411230","JAPIRA","PR","05/2023","738","200","0"
"411230","JAPIRA","PR","08/2023","699","243","0"
"411230","JAPIRA","PR","04/2024","566","294","0"
"411230","JAPIRA","PR","11/2024","496","291","0"
"411230","JAPIRA","PR","02/2024","584","287","0"
"411230","JAPIRA","PR","06/2024","547","293","0"
"411230","JAPIRA","PR","07/2024","518","298","0"
"411230","JAPIRA","PR","09/2024","487","301","0"
"411230","JAPIRA","PR","10/2024","479","310","0"
"411230","JAPIRA","PR","12/2024","528","276","0"
"411230","JAPIRA","PR","03/2024","542","307","0"
"411230","JAPIRA","PR","01/2025","531","275","0"
"411230","JAPIRA","PR","08/2024","499","299","0"
"411230","JAPIRA","PR","05/2024","551","294","0"
"411230","JAPIRA","PR","08/2025","443","267","0"
"411230","JAPIRA","PR","02/2025","539","271","0"
"411230","JAPIRA","PR","12/2025","425","239","0"
"411230","JAPIRA","PR","04/2025","503","262","0"
"411230","JAPIRA","PR","09/2025","432","269","0"
"411230","JAPIRA","PR","01/2026","410","230","0"
"411230","JAPIRA","PR","07/2025","460","268","0"
"411230","JAPIRA","PR","05/2025","503","255","0"
"411230","JAPIRA","PR","11/2025","427","243","0"
"411230","JAPIRA","PR","10/2025","411","267","0"
"411230","JAPIRA","PR","03/2025","512","267","0"
"411230","JAPIRA","PR","06/2025","500","242","0"
"411230","JAPIRA","PR","02/2026","424","236","0"
"411230","JAPIRA","PR","03/2026","424","208","0"
"411230","JAPIRA","PR","04/2026","422","192","0"
"411230","JAPIRA","PR","05/2026","429","171","0"
"411230","JAPIRA","PR","06/2026","430","182","0"
"411240","JAPURÁ","PR","08/2026","959","238","0"
"411240","JAPURÁ","PR","05/2023","1291","109","0"
"411240","JAPURÁ","PR","06/2023","1293","109","0"
"411240","JAPURÁ","PR","12/2023","1211","332","0"
"411240","JAPURÁ","PR","02/2023","1400","124","0"
"411240","JAPURÁ","PR","10/2023","1264","278","0"
"411240","JAPURÁ","PR","07/2023","1064","316","0"
"411240","JAPURÁ","PR","08/2023","1079","297","0"
"411240","JAPURÁ","PR","03/2023","1329","115","0"
"411240","JAPURÁ","PR","09/2023","1263","276","0"
"411240","JAPURÁ","PR","04/2023","1315","109","0"
"411240","JAPURÁ","PR","01/2024","1217","326","0"
"411240","JAPURÁ","PR","11/2023","1213","341","0"
"411240","JAPURÁ","PR","04/2024","1131","356","0"
"411240","JAPURÁ","PR","05/2024","1144","329","0"
"411240","JAPURÁ","PR","06/2024","1118","330","0"
"411240","JAPURÁ","PR","09/2024","957","451","0"
"411240","JAPURÁ","PR","07/2024","1060","378","0"
"411240","JAPURÁ","PR","01/2025","898","412","0"
"411240","JAPURÁ","PR","12/2024","937","406","0"
"411240","JAPURÁ","PR","02/2024","1220","318","0"
"411240","JAPURÁ","PR","11/2024","938","422","0"
"411240","JAPURÁ","PR","10/2024","956","453","0"
"411240","JAPURÁ","PR","03/2024","1133","379","0"
"411240","JAPURÁ","PR","08/2024","982","443","0"
"411240","JAPURÁ","PR","12/2025","885","338","0"
"411240","JAPURÁ","PR","09/2025","866","328","0"
"411240","JAPURÁ","PR","01/2026","908","320","0"
"411240","JAPURÁ","PR","07/2025","895","335","0"
"411240","JAPURÁ","PR","06/2025","953","412","0"
"411240","JAPURÁ","PR","02/2025","900","408","0"
"411240","JAPURÁ","PR","11/2025","833","346","0"
"411240","JAPURÁ","PR","10/2025","849","354","0"
"411240","JAPURÁ","PR","03/2025","946","417","0"
"411240","JAPURÁ","PR","08/2025","873","335","0"
"411240","JAPURÁ","PR","05/2025","948","415","0"
"411240","JAPURÁ","PR","04/2025","949","415","0"
"411240","JAPURÁ","PR","02/2026","900","318","0"
"411240","JAPURÁ","PR","03/2026","922","260","0"
"411240","JAPURÁ","PR","04/2026","986","258","0"
"411240","JAPURÁ","PR","05/2026","987","253","0"
"411240","JAPURÁ","PR","06/2026","983","254","0"
"411250","JARDIM ALEGRE","PR","08/2026","1599","488","0"
"411250","JARDIM ALEGRE","PR","11/2023","2027","569","0"
"411250","JARDIM ALEGRE","PR","05/2023","2218","254","0"
"411250","JARDIM ALEGRE","PR","03/2023","2172","298","0"
"411250","JARDIM ALEGRE","PR","12/2023","2026","533","0"
"411250","JARDIM ALEGRE","PR","04/2023","2229","264","0"
"411250","JARDIM ALEGRE","PR","06/2023","2194","280","0"
"411250","JARDIM ALEGRE","PR","07/2023","2011","525","0"
"411250","JARDIM ALEGRE","PR","08/2023","2080","482","0"
"411250","JARDIM ALEGRE","PR","09/2023","2113","483","0"
"411250","JARDIM ALEGRE","PR","02/2023","2259","317","0"
"411250","JARDIM ALEGRE","PR","10/2023","2150","475","0"
"411250","JARDIM ALEGRE","PR","01/2024","2031","515","0"
"411250","JARDIM ALEGRE","PR","11/2024","1802","609","0"
"411250","JARDIM ALEGRE","PR","03/2024","2021","547","0"
"411250","JARDIM ALEGRE","PR","10/2024","1806","636","0"
"411250","JARDIM ALEGRE","PR","04/2024","2066","516","0"
"411250","JARDIM ALEGRE","PR","09/2024","1857","594","0"
"411250","JARDIM ALEGRE","PR","12/2024","1818","596","0"
"411250","JARDIM ALEGRE","PR","02/2024","2066","492","0"
"411250","JARDIM ALEGRE","PR","08/2024","1899","593","0"
"411250","JARDIM ALEGRE","PR","07/2024","1914","590","0"
"411250","JARDIM ALEGRE","PR","06/2024","2042","493","0"
"411250","JARDIM ALEGRE","PR","05/2024","2043","503","0"
"411250","JARDIM ALEGRE","PR","01/2025","1741","598","0"
"411250","JARDIM ALEGRE","PR","12/2025","1652","526","0"
"411250","JARDIM ALEGRE","PR","04/2025","1807","574","0"
"411250","JARDIM ALEGRE","PR","09/2025","1747","557","0"
"411250","JARDIM ALEGRE","PR","01/2026","1634","540","0"
"411250","JARDIM ALEGRE","PR","02/2025","1788","576","0"
"411250","JARDIM ALEGRE","PR","07/2025","1709","557","0"
"411250","JARDIM ALEGRE","PR","06/2025","1806","549","0"
"411250","JARDIM ALEGRE","PR","10/2025","1712","555","0"
"411250","JARDIM ALEGRE","PR","11/2025","1667","519","0"
"411250","JARDIM ALEGRE","PR","05/2025","1807","569","0"
"411250","JARDIM ALEGRE","PR","08/2025","1755","555","0"
"411250","JARDIM ALEGRE","PR","03/2025","1795","577","0"
"411250","JARDIM ALEGRE","PR","02/2026","1615","570","0"
"411250","JARDIM ALEGRE","PR","03/2026","1672","529","0"
"411250","JARDIM ALEGRE","PR","04/2026","1665","531","0"
"411250","JARDIM ALEGRE","PR","05/2026","1647","514","0"
"411250","JARDIM ALEGRE","PR","06/2026","1599","539","0"
"411260","JARDIM OLINDA","PR","08/2026","170","96","0"
"411260","JARDIM OLINDA","PR","04/2023","340","17","0"
"411260","JARDIM OLINDA","PR","05/2023","346","19","0"
"411260","JARDIM OLINDA","PR","12/2023","253","99","0"
"411260","JARDIM OLINDA","PR","01/2024","250","97","0"
"411260","JARDIM OLINDA","PR","10/2023","294","68","0"
"411260","JARDIM OLINDA","PR","07/2023","281","67","0"
"411260","JARDIM OLINDA","PR","03/2023","336","17","0"
"411260","JARDIM OLINDA","PR","08/2023","297","67","0"
"411260","JARDIM OLINDA","PR","02/2023","314","26","0"
"411260","JARDIM OLINDA","PR","11/2023","261","101","0"
"411260","JARDIM OLINDA","PR","09/2023","292","68","0"
"411260","JARDIM OLINDA","PR","06/2023","342","23","0"
"411260","JARDIM OLINDA","PR","11/2024","234","98","0"
"411260","JARDIM OLINDA","PR","10/2024","231","97","0"
"411260","JARDIM OLINDA","PR","12/2024","231","96","0"
"411260","JARDIM OLINDA","PR","04/2024","248","97","0"
"411260","JARDIM OLINDA","PR","02/2024","255","92","0"
"411260","JARDIM OLINDA","PR","09/2024","246","98","0"
"411260","JARDIM OLINDA","PR","05/2024","242","105","0"
"411260","JARDIM OLINDA","PR","06/2024","238","112","0"
"411260","JARDIM OLINDA","PR","01/2025","221","102","0"
"411260","JARDIM OLINDA","PR","03/2024","251","98","0"
"411260","JARDIM OLINDA","PR","08/2024","233","102","0"
"411260","JARDIM OLINDA","PR","07/2024","222","111","0"
"411260","JARDIM OLINDA","PR","10/2025","158","104","0"
"411260","JARDIM OLINDA","PR","03/2025","209","114","0"
"411260","JARDIM OLINDA","PR","12/2025","174","99","0"
"411260","JARDIM OLINDA","PR","08/2025","161","114","0"
"411260","JARDIM OLINDA","PR","09/2025","163","103","0"
"411260","JARDIM OLINDA","PR","01/2026","162","103","0"
"411260","JARDIM OLINDA","PR","11/2025","157","100","0"
"411260","JARDIM OLINDA","PR","07/2025","165","118","0"
"411260","JARDIM OLINDA","PR","02/2025","217","105","0"
"411260","JARDIM OLINDA","PR","05/2025","193","113","0"
"411260","JARDIM OLINDA","PR","04/2025","193","113","0"
"411260","JARDIM OLINDA","PR","06/2025","195","115","0"
"411260","JARDIM OLINDA","PR","02/2026","155","105","0"
"411260","JARDIM OLINDA","PR","03/2026","162","90","0"
"411260","JARDIM OLINDA","PR","04/2026","153","91","0"
"411260","JARDIM OLINDA","PR","05/2026","156","94","0"
"411260","JARDIM OLINDA","PR","06/2026","159","99","0"
"411270","JATAIZINHO","PR","02/2025","2133","615","0"
"411270","JATAIZINHO","PR","11/2023","2103","602","0"
"411270","JATAIZINHO","PR","02/2023","2329","244","0"
"411270","JATAIZINHO","PR","04/2023","2169","235","0"
"411270","JATAIZINHO","PR","08/2023","2081","476","0"
"411270","JATAIZINHO","PR","06/2023","2167","246","0"
"411270","JATAIZINHO","PR","03/2023","2163","232","0"
"411270","JATAIZINHO","PR","09/2023","2184","448","0"
"411270","JATAIZINHO","PR","10/2023","2252","454","0"
"411270","JATAIZINHO","PR","07/2023","1993","543","0"
"411270","JATAIZINHO","PR","05/2023","2207","236","0"
"411270","JATAIZINHO","PR","12/2023","2172","569","0"
"411270","JATAIZINHO","PR","01/2024","2209","542","0"
"411270","JATAIZINHO","PR","11/2024","2143","587","0"
"411270","JATAIZINHO","PR","03/2024","2109","623","0"
"411270","JATAIZINHO","PR","12/2024","2191","551","0"
"411270","JATAIZINHO","PR","04/2024","2200","609","0"
"411270","JATAIZINHO","PR","01/2025","2100","623","0"
"411270","JATAIZINHO","PR","06/2024","2278","549","0"
"411270","JATAIZINHO","PR","07/2024","2138","620","0"
"411270","JATAIZINHO","PR","02/2024","2227","525","0"
"411270","JATAIZINHO","PR","08/2024","2125","602","0"
"411270","JATAIZINHO","PR","05/2024","2250","585","0"
"411270","JATAIZINHO","PR","09/2024","2141","567","0"
"411270","JATAIZINHO","PR","10/2024","2135","596","0"
"411270","JATAIZINHO","PR","03/2025","2165","665","0"
"411270","JATAIZINHO","PR","09/2025","2031","566","0"
"411270","JATAIZINHO","PR","04/2025","2173","657","0"
"411270","JATAIZINHO","PR","06/2025","2185","651","0"
"411270","JATAIZINHO","PR","01/2026","2171","472","0"
"411270","JATAIZINHO","PR","07/2025","2085","616","0"
"411270","JATAIZINHO","PR","12/2025","2201","463","0"
"411270","JATAIZINHO","PR","10/2025","2036","553","0"
"411270","JATAIZINHO","PR","11/2025","2044","477","0"
"411270","JATAIZINHO","PR","05/2025","2173","649","0"
"411270","JATAIZINHO","PR","08/2025","2054","582","0"
"411270","JATAIZINHO","PR","02/2026","2166","523","0"
"411270","JATAIZINHO","PR","03/2026","2161","489","0"
"411270","JATAIZINHO","PR","04/2026","2284","481","0"
"411270","JATAIZINHO","PR","05/2026","2292","486","0"
"411270","JATAIZINHO","PR","06/2026","2368","501","0"
"411270","JATAIZINHO","PR","08/2026","2319","466","0"
"411275","JESUÍTAS","PR","02/2023","1824","95","0"
